tag,text,chunk_file,speaker_age,nationality,ethnicity,gender,year,gold_label,probe_tag,_score_internal
17CF34-8081-21SGCHF00-2012,WHO ASKED WHAT HAPPENED WHY SUDDENLY WHERE CAM,COSEM_v5_chunk_368.txt,21,SG,CH,F,2012,,,0
18MF03-21902-24SGMAF00-2017,HAHA â€˜its the thought that countsâ€™ eh fif,COSEM_v5_chunk_865.txt,24,SG,MA,F,2017,,,4
19CF03-3625-51SGCHM00-2018,U can see the link meh?? 46CHF said hers cannot,COSEM_v5_chunk_903.txt,51,SG,CH,M,2018,,,4
21DC20-14699-21‬SGCHMAS-2019,"Eh sorry say wrong, iz TT/M/CH/21 who wants it 🤔‬‬‬‬‬‬‬‬‬‬",COSEM_v5_chunk_1183.txt,,,,,2019,,,4
17CF19-4414-21SGCHF00-2016,No leh his outline is just headings only sia,COSEM_v5_chunk_282.txt,21,SG,CH,F,2016,,,4
18CF52-23309-52SGCHF00-2017,Hahahaha I wanted to ask singapore got Paya Lebanon meh?,COSEM_v5_chunk_683.txt,52,SG,CH,F,2017,,,4
18IF05-14762-53SGINM00-2016,Happy Birthday Mr. DL/M/CH/53! Hope you have a wonderful day ahead. Wishing you all the best this year! 🎊🎂🎁🍻,COSEM_v5_chunk_824.txt,53,SG,IN,M,2016,,,4
17CF09-1384-20IDCHF00-2016,I don't commit one of the seven deadly sins,COSEM_v5_chunk_90.txt,20,ID,CH,F,2016,,,0
18CF37-8288-21SGMAF00-2014,all the best guys!! Last paper!! wooohooo🎊,COSEM_v5_chunk_523.txt,21,SG,MA,F,2014,,,4
17CF20-6676-21SGCHF00-2016,Omg next time I discuss linear algebra with u for my next assignment,COSEM_v5_chunk_290.txt,21,SG,CH,F,2016,,,0
17CF08-1985-22SGCHF00-2014,Haha! You don't have to say sorry if anything you guys entertain me,COSEM_v5_chunk_71.txt,22,SG,CH,F,2014,,,0
18IF05-7646-53SGINM00-2015,CP/M/CH/53IB won't happen lah. I am confident that the WP didn't gain profit for themselves out of this. That's a moot poor lah. I don't buy the argument that if you weren't sent to jail then everything is ok. I want to know why,COSEM_v5_chunk_819.txt,53,SG,IN,M,2015,,,4
19CF09-3856-21SGCHF0B-2018,A/F/CH/21!!!! Have you tried those fruit soju it’s not bad but I think it’s like 13bucks for a bottle,COSEM_v5_chunk_933.txt,21,SG,CH,F,2018,,,4
21DC20-10020-22SGCHMDT-2019,G @ 9pm: JJ/M/CH/22 DT/M/CH/22 (930 keyi HAHAHA) GL/F/CH/20 (930 keyi HAHAHA) CH/F/CH/20 (915 HAHA) RB/F/CH/20 CG/M/CH/22 SH/M/CH/24 (915 can HAHAHA),COSEM_v5_chunk_1178.txt,22,SG,CH,M,2019,,,0
17CM05-7683-23SGCHM00-2016,actually can go see fb im sure its on fb,COSEM_v5_chunk_484.txt,23,SG,CH,M,2016,,,0
21DC20-17777-20SGCHFSL-2019,Eh jialat I gon b late I still in meeting,COSEM_v5_chunk_1186.txt,20,SG,CH,F,2019,,,5
18CF41-18578-22SGCHM00-2017,eh it's quite obv leh dnid think so hard,COSEM_v5_chunk_580.txt,22,SG,CH,M,2017,,,4
18CM08-147-48SGCHM00-2016,Ya lor....cost of my car is only 1/3 of his Benz😂😂😂😂😂...who is rich here.,COSEM_v5_chunk_770.txt,48,SG,CH,M,2016,,,4
18CF50-12508-22SGCHF00-2017,Wa T/M/CH/22 i woke up with the hebe song in my head sia,COSEM_v5_chunk_654.txt,22,SG,CH,F,2017,,,5
17CF07-4603-21SGCHF00-2015,11th I got confi mass :( before 10/11 cannot?,COSEM_v5_chunk_54.txt,21,SG,CH,F,2015,,,0
18CF54-13852-20SGCHM00-2015,Counting down like that very comforting meh?,COSEM_v5_chunk_698.txt,20,SG,CH,M,2015,,,4
21DC28-3010-21SGCHF00-2019,It's ok. Hmm. Anyways these two tags we won't use anymore. Sort of.,COSEM_v5_chunk_1215.txt,21,SG,CH,F,2019,,,0
18CF56-10322-25SGCHM00-2016,Wah don't got escape room leh now I gian,COSEM_v5_chunk_757.txt,25,SG,CH,M,2016,,,4
18IF05-25337-53SGMAM00-2017,The best chicken rice in town with great company thrown in for good measure 🍽🍗🇲🇾👍🏽,COSEM_v5_chunk_830.txt,53,SG,MA,M,2017,,,4
18MF03-11231-23SGMAF00-2017,Hahahaha tu lah Fif book tix alone then tweet that you hope someone can teman you ðŸ˜‚,COSEM_v5_chunk_854.txt,23,SG,MA,F,2017,,,4
17CF22-4786-21SGCHM00-2016,‬: Then he count on the spot somemore eh I only brought like 70 leh‬,COSEM_v5_chunk_302.txt,21,SG,CH,M,2016,,,6
18CF55-34491-22SGCHF00-2016,You don't get it as bad as me I see him everyday in class so I hear this song everyday,COSEM_v5_chunk_739.txt,22,SG,CH,F,2016,,,4
17CF08-14231-23SGINM00-2016,Thanks guys! Hahaha I'll come back single for sure! I have someone to go back to! Haha all the best to you too M/In/F/22!! Haha I'm gonna come back 5kg heavier 😓😓😢,COSEM_v5_chunk_83.txt,23,SG,IN,M,2016,,,4
18CF41-29966-20SGCHF00-2017,well he has a heart but he doesnt have the capability,COSEM_v5_chunk_590.txt,20,SG,CH,F,2017,,,0
19SF01-45507-22SGCHFST-2018,I just woke up leh hahha sian. So mucjt thinns to fo,COSEM_v5_chunk_1053.txt,22,SG,CH,F,2018,,,5
21DC14-123-29SGCHM0A-2021,I know if i now say i want take one day he sure come say ‘eh you all dont want to take whatso i take la’,COSEM_v5_chunk_1138.txt,29,SG,CH,M,2021,,,4
18OM01-3827-50SGCHM00-2015,Just joking lah. I will try my best to weaken Zil and Nizar 💪,COSEM_v5_chunk_881.txt,50,SG,CH,M,2015,,,4
18CF52-19914-52SGCHF00-2017,Ya lor. That's why I look and look and realised u are my lost twin.  Ji mei lor.,COSEM_v5_chunk_681.txt,52,SG,CH,F,2017,,,4
17CF34-11177-20SGCHF00-2012,Then tmr go paya eat then 31st go out again ?,COSEM_v5_chunk_371.txt,20,SG,CH,F,2012,,,0
18CF38-5132-20SGCHF00-2017,"""EH guys the other group did it this way eh""",COSEM_v5_chunk_535.txt,20,SG,CH,F,2017,,,4
19CF03-640-19SGCHM00-2018,I started running from the pull up bar and then ended where i usually would,COSEM_v5_chunk_900.txt,19,SG,CH,M,2018,,,0
18CF41-12311-23SGCHM00-2017,i wish i could throw sofas from a building onto the expressway also,COSEM_v5_chunk_574.txt,23,SG,CH,M,2017,,,0
17IF02-2507-21SGCHF00-2015,Eh C/M/CH/24 you liddat next time dun take picture with you liao,COSEM_v5_chunk_494.txt,21,SG,CH,F,2015,,,6
17CF20-3677-21SGCHF00-2015,My friend said the escape room quite fun,COSEM_v5_chunk_287.txt,21,SG,CH,F,2015,,,0
18CF41-35130-23SGINM00-2018,@T/M/CH/23deus  eh coldwear and wintertime damn ex sia,COSEM_v5_chunk_595.txt,23,SG,IN,M,2018,,,4
17CF33-3969-27SGCHM00-2014,Ok can DF. I'll help you keep a look out.,COSEM_v5_chunk_354.txt,27,SG,CH,M,2014,,,0
18CF59-5041-20SGCHF00-2018,hmm what time is the latest you can start?,COSEM_v5_chunk_769.txt,20,SG,CH,F,2018,,,0
17CF32-2120-20SGCHF00-2016,Got another thing outside on that day ><,COSEM_v5_chunk_349.txt,20,SG,CH,F,2016,,,0
18CF52-18748-53SGCHF00-2017,I m doing my hair Swee Swee this afternoon . JL/F/CH/52,COSEM_v5_chunk_680.txt,53,SG,CH,F,2017,,,6
19CF03-12495-19SGCHM0J-2018,😂😂 got burger and rice bowl(?) U think leh,COSEM_v5_chunk_912.txt,19,SG,CH,M,2018,,,4
18IF06-841-19SGCHF00-2016,‬ Eh guys can u all just copy and paste that long paragraph and put your name.Dont 1 by 1 liddat so messy‬‬‬‬‬‬,COSEM_v5_chunk_832.txt,19,SG,CH,F,2016,,,6
17CF03-32737-21SGCHF00-2017,actually GER the tutorial not that bad itsjust v boring,COSEM_v5_chunk_37.txt,21,SG,CH,F,2017,,,4
18CM09-19769-23SGCHM00-2018,Lol the Singapore Story vid just got pushed out too,COSEM_v5_chunk_799.txt,23,SG,CH,M,2018,,,0
18CM08-3284-48SGCHM00-2016,Aiyo...new new swing still fortune to card 89. Heng ah..😊😊,COSEM_v5_chunk_772.txt,48,SG,CH,M,2016,,,4
17CF08-1727-22IDCHF00-2014,sorry I cant be there. I really really wannna,COSEM_v5_chunk_70.txt,22,ID,CH,F,2014,,,0
17CF12-22971-21SGCHM00-2015,hahahaha toh la idk eh go ask him lor he'll give u a hug,COSEM_v5_chunk_147.txt,21,SG,CH,M,2015,,,4
18CF41-31776-23SGCHM00-2017,wah G/M/I/23 speaking like he resident liao,COSEM_v5_chunk_592.txt,23,SG,CH,M,2017,,,4
19CM01-2776-19SGCHM0A-2018,Then wj bring johnny walker jiu steady liao,COSEM_v5_chunk_951.txt,19,SG,CH,M,2018,,,5
17CF28-634-24SGCHF00-2016,Thats great to hear!!! 🙏🏼??🏼🙏🏼 thank God for His healing! Hehe,COSEM_v5_chunk_327.txt,24,SG,CH,F,2016,,,4
18CF52-22161-52SGCHF00-2017,Teochew will not eat porridge for birthday lah. But RC/F/CH/53 is Hokkien 😜😂,COSEM_v5_chunk_683.txt,52,SG,CH,F,2017,,,4
21DC40-1099-22SGCHFHY-2020,HAPPY CHINESE NEW YEAR ladies ✨❤ 福 have great meaning of God's creation and he give great blessing to us! Have a good holiday with your family and loved ones!,COSEM_v5_chunk_1304.txt,22,SG,CH,F,2020,,,4
21DC13-6610-20SGCHM0A-2017,"All I know is 1) if I get back together with <name omitted>. I'll end things with <name omitted> definitely, but appear as like the biggest dick ever. And then my situation with <name omitted> I don't know what will happen I just would hope then that we would work out",COSEM_v5_chunk_1124.txt,20,SG,CH,M,2017,,,0
21DC55-5196-21SGCHF0H-2020,crap i’m stalking him now and it’s true leh,COSEM_v5_chunk_1349.txt,21,SG,CH,F,2020,,,4
17CF18-4185-23SGCHM00-2016,‬: Eh the haunted house start Liao‬‬‬‬‬‬‬‬,COSEM_v5_chunk_272.txt,23,SG,CH,M,2016,,,6
19CM03-35044-23SGMAMAA-2018,Eh <name omitted><name omitted>there’s a discussion group @<name omitted> about the wasteland I think my sister’s gf will be heading it or sumn,COSEM_v5_chunk_988.txt,23,SG,MA,M,2018,,,4
18IF05-22028-53SGCHM00-2016,I think that is why JO/F/CH/53 said you should be an American. But now you can't - Trump is in power... 😁,COSEM_v5_chunk_829.txt,53,SG,CH,M,2016,,,4
17CF10-1897-20SGCHF00-2015,I want sia. But the thought of having to take it down again 17 weeks laterthen I sian hahaha,COSEM_v5_chunk_93.txt,20,SG,CH,F,2015,,,5
18CF54-19899-19SGCHM00-2015,Ya Sia your license not even printed yet hor,COSEM_v5_chunk_703.txt,19,SG,CH,M,2015,,,4
19CF03-15481-19SGMAM00-2018,Let's make a gsm that requires 0 brain power 😂😂😂,COSEM_v5_chunk_915.txt,19,SG,MA,M,2018,,,5
17CF18-8413-21SGCHF00-2016,‬: Eh damn sad eh... cass i no main.. got no money buy potion lol‬‬‬‬‬‬‬‬,COSEM_v5_chunk_276.txt,21,SG,CH,F,2016,,,6
17CF34-14161-21SGCHF00-2013,We're supposed to share my birthday cake. Haha,COSEM_v5_chunk_374.txt,21,SG,CH,F,2013,,,0
19CM03-19889-23SGCHMKL-2017,"I'm switching to the gods question (q5), exploring the relationship between man and god",COSEM_v5_chunk_973.txt,23,SG,CH,M,2017,,,0
18CF55-50979-50SGCHF00-2017,Walao!!!! Say HX jie lah. No one 打 U there n u itchy,COSEM_v5_chunk_753.txt,50,SG,CH,F,2017,,,5
17CM02-103-19SGCHF00-2016,Eh u all quite on leh hahaha nice touch ups,COSEM_v5_chunk_447.txt,19,SG,CH,F,2016,,,4
17CF18-2227-21SGCHF00-2016,‬: ED/M/CH/22 super poor thing eh then you still scare him in the morning hahaha‬‬‬‬‬‬‬‬,COSEM_v5_chunk_270.txt,21,SG,CH,F,2016,,,4
18CF39-23155-25SGMAM00-2017,Calus you take the dimension lah i stay outside k 🙏🏼,COSEM_v5_chunk_555.txt,25,SG,MA,M,2017,,,4
19SF01-32076-22SGINFSM-2018,sorry ur present is late but i hope u will love it have a brilliant day 🙆🏾🙆🏾🙆🏾🙆🏾🙆🏾🙆🏾🙆🏾,COSEM_v5_chunk_1040.txt,22,SG,IN,F,2018,,,4
21DC19-3469-22SGCHMEK-2019,We reuse the boards that we have in the MMR,COSEM_v5_chunk_1155.txt,22,SG,CH,M,2019,,,0
21DC56-2943-22SGCHF0M-2019,KT/F/CH/20did u see what happened haahahha,COSEM_v5_chunk_1354.txt,22,SG,CH,F,2019,,,0
18CF55-29446-22SGCHF00-2016,I feed my rabbit according to some animal society's lists,COSEM_v5_chunk_735.txt,22,SG,CH,F,2016,,,0
18CF38-5588-20SGCHM00-2017,Wah seh I got full marks for my army test sia,COSEM_v5_chunk_535.txt,20,SG,CH,M,2017,,,4
21DX12-5838-22SGCHMCK-2021,Rmb to have a fun fact abt yrself ready guys!,COSEM_v5_chunk_1383.txt,22,SG,CH,M,2021,,,0
17CF30-3494-42SGCHF00-2015,Yup. Urr. How come you can use mobile in camp one?Can meh????,COSEM_v5_chunk_340.txt,42,SG,CH,F,2015,,,4
21DC03-2608-23SGCHM0M-2018,He forgot that it’s for the whole week lah. Don’t get too tilted 😊,COSEM_v5_chunk_1063.txt,23,SG,CH,M,2018,,,4
21DC21-1706-49SGCHFMT-2017,Can we have lunch on Saturday  or Sunday  instead.  Cos I forget  I have a wedding  dinner to attend.  If can't  accommodate  nvr mind.  I will bring dada to join you all.,COSEM_v5_chunk_1193.txt,49,SG,CH,F,2017,,,0
21DC37-22295-23SGINF0P-2020,i didn’t know lionel was a gp teacher leh i’m so shook,COSEM_v5_chunk_1284.txt,23,SG,IN,F,2020,,,4
18CF41-14181-22SGCHM00-2017,guess i'll just make a small one for math then...this is like my 5th or 6th plan liao getting sian of drawing on paper lols,COSEM_v5_chunk_576.txt,22,SG,CH,M,2017,,,5
19SF01-41170-22SGINFSM-2018,he used there for you by troye sivan which is like summer’s gay song LOL,COSEM_v5_chunk_1049.txt,22,SG,IN,F,2018,,,4
18CF49-2167-20SGCHF00-2016,B/F/CH/20 😂 Just wear them lah my shoes also got a bit of mud 🙊,COSEM_v5_chunk_638.txt,20,SG,CH,F,2016,,,4
18CF38-5008-20SGCHM00-2017,Eh [TL] u know i got this recruit he pull the charging handle of the sar 21 then he break his arm sia wtfffff HAHAHA,COSEM_v5_chunk_535.txt,20,SG,CH,M,2017,,,4
18CF41-16310-23SGCHM00-2017,Eh 陈奕迅 十年 canto version what's the song title,COSEM_v5_chunk_577.txt,23,SG,CH,M,2017,,,5
21DC45-3507-18SGCHMCM-2019,We’re shooting for christmas day HAHA but if I had to choose between a good date and a good number of people I’d go for more people,COSEM_v5_chunk_1315.txt,18,SG,CH,M,2019,,,4
19SF01-8814-22SGINFSM-2018,HAHA eh i slept damn well tonight maybe cos u blessed me. 12am to 7.30am but with a lot of breaks la but not bad!!!,COSEM_v5_chunk_1017.txt,22,SG,IN,F,2018,,,4
19CM03-30927-21SGCHFWJ-2018,Eh See y’all there I’m gna lunch at deck instead HAHA,COSEM_v5_chunk_984.txt,21,SG,CH,F,2018,,,4
21DX06-1768-22SGCHMMC-2021,thats the meanest thing i've ever heard someone say about navi,COSEM_v5_chunk_1369.txt,22,SG,CH,M,2021,,,0
21DC31-16031-20SGEUF0B-2018,Yeah like I Get it’s “bad” but it’s BRILLIANT,COSEM_v5_chunk_1242.txt,20,SG,EU,F,2018,,,4
18IF05-10267-53SGCHM00-2015,Since I dunno either candidate in my constituency,COSEM_v5_chunk_821.txt,53,SG,CH,M,2015,,,0
17CF22-2018-21SGINM00-2016,HAHAHAHAHAHA migraine la sir. Eh sir don't like that leh,COSEM_v5_chunk_299.txt,21,SG,IN,M,2016,,,4
18CF54-8242-19SGCHM00-2015,RJ/M/CH/21pls don't ask some GBE related question,COSEM_v5_chunk_692.txt,19,SG,CH,M,2015,,,0
21DC20-18284-21‬SGCHMAS-2019,U before liverpool full time eh‬‬‬‬‬‬‬‬‬‬,COSEM_v5_chunk_1187.txt,,,,,2019,,,4
19SF01-33947-22SGSIFDW-2018,have fun at home!!! hope ur fam is good ❤️,COSEM_v5_chunk_1042.txt,22,SG,SI,F,2018,,,4
17CF18-7232-23SGCHF00-2016,‬: Wah help me chope my seat yyd‬‬‬‬‬‬‬‬,COSEM_v5_chunk_275.txt,23,SG,CH,F,2016,,,4
17CM03-2274-23SGCHM00-2016,What yall doing now JK [M/CH/23] and MY [M/CH/23],COSEM_v5_chunk_472.txt,23,SG,CH,M,2016,,,0
17CF10-18-20SGCHF00-2015,Then now if she ask her... Confirm die sia haha. And she said she askedJune goh but she on maternity leave 😅😅 suay much,COSEM_v5_chunk_91.txt,20,SG,CH,F,2015,,,4
18CM08-5492-46SGCHM00-2016,Haha it ok lah HKH/M/CH/48 . For me... I don't bother ppl dislike me or hate me. As Long as u have a good character n heart.... Sure got Friends appreciate ur kindness.,COSEM_v5_chunk_774.txt,46,SG,CH,M,2016,,,4
21DC54-24-21SGCHFJU-2020,so we encourage them to come back with new people,COSEM_v5_chunk_1342.txt,21,SG,CH,F,2020,,,0
21DC36-1361-23SGCHM0P-2019,nope I couldn't commit to most of the pracs in the end,COSEM_v5_chunk_1256.txt,23,SG,CH,M,2019,,,0
17CF18-3021-22SGCHM00-2016,‬: ED/M/CH/22 was there within 10 mins leh lol‬‬‬‬‬‬‬‬,COSEM_v5_chunk_271.txt,22,SG,CH,M,2016,,,4
18CF54-21999-20SGCHM00-2015,LOL i watch the youtube videos i sian liao,COSEM_v5_chunk_704.txt,20,SG,CH,M,2015,,,5
19CF10-3490-23SGCHM0B-2018,if y’all going swee choon i can meet y’all there,COSEM_v5_chunk_937.txt,23,SG,CH,M,2018,,,5
18CF39-23142-23SGCHF00-2017,Eh I thought without Arach Jalaal/M/MA/21 we weren't doing liao,COSEM_v5_chunk_555.txt,23,SG,CH,F,2017,,,4
19CM03-32837-21SGCHFWJ-2018,LMAOO u will change ur mind once u reach the insufferable parts,COSEM_v5_chunk_986.txt,21,SG,CH,F,2018,,,0
17CF36-5975-22SGCHF00-2016,2 jan new year day leh public holiday haha won't crowded meh,COSEM_v5_chunk_436.txt,22,SG,CH,F,2016,,,4
18MF03-3367-23SGMAF00-2017,Maybe that's why no school hol for them?,COSEM_v5_chunk_847.txt,23,SG,MA,F,2017,,,0
17CF24-1278-23SGCHF00-2015,?: Competition hashtag should change to #ZWchowshuai Liao lah???,COSEM_v5_chunk_307.txt,23,SG,CH,F,2015,,,4
18CM10-8764-25SGCHM00-2017,if during prac they decide that certain instruments are redundant/needed then we 补?,COSEM_v5_chunk_807.txt,25,SG,CH,M,2017,,,0
17CF07-2544-21SGCHF00-2014,Ahhhhh I can't ): I have training in the morn then tuition in the afternoon then cass asked me to go out with my class' girls )-:,COSEM_v5_chunk_52.txt,21,SG,CH,F,2014,,,0
18CF54-14081-21SGCHM00-2015,I tot is the OG outlet at bugis what no meh?,COSEM_v5_chunk_698.txt,21,SG,CH,M,2015,,,4
17CF18-7475-23SGCHM00-2016,‬: Swee later I come over to get the foolscap!‬‬‬‬‬‬‬‬,COSEM_v5_chunk_275.txt,23,SG,CH,M,2016,,,5
18CF37-11627-22VNXXF00-2014,He sticks out his ass when he stands up?,COSEM_v5_chunk_526.txt,22,VN,XX,F,2014,,,0
18CF55-48683-50SGCHF00-2017,Alamak 🤦‍♀ . Now should be Hokkaido pics lah,COSEM_v5_chunk_751.txt,50,SG,CH,F,2017,,,6
17CF01-197-21SGCHF00-2016,deline is alr a graphic deisnger so a bit sian uh 😂,COSEM_v5_chunk_1.txt,21,SG,CH,F,2016,,,4
18CF42-2366-23SGMAF00-2016,I sat down with each person and showed them how to do each of their shots. They took notes. I told them a million times not to change the comp settings cause the timing is based on the animatic and we cant afford to go over the 1min time limit,COSEM_v5_chunk_599.txt,23,SG,MA,F,2016,,,0
17CF22-4621-21SGMAM00-2016,"Okay all is to master ""when the whistle blow"" song by song night.",COSEM_v5_chunk_302.txt,21,SG,MA,M,2016,,,6
17CF10-39-20SGCHF00-2015,Idk leh haha I haven't asked her since she called me. Was rushing my ownsubmission also 😂😂,COSEM_v5_chunk_91.txt,20,SG,CH,F,2015,,,4
18OM01-102-24SGCHM00-2015,Wah tee you power pack never throw away your trash in hotel I help you throw. No wonder my mother ask me to get degree.,COSEM_v5_chunk_878.txt,24,SG,CH,M,2015,,,5
17CF18-1527-20SGCHF00-2016,‬: Inside got LIFHTS but we not sure if she's in leh‬‬‬‬‬‬‬‬,COSEM_v5_chunk_269.txt,20,SG,CH,F,2016,,,4
18IF05-16271-53SGINM00-2016,An Obituary printed in the London Times.....Absolutely Dead Brilliant!! 👇🏻👇🏽👇🏾👇🏿,COSEM_v5_chunk_825.txt,53,SG,IN,M,2016,,,4
21DC11-7566-20SGCHFED-2019,i'm coming as well but i told y'all i had class until 6pm,COSEM_v5_chunk_1113.txt,20,SG,CH,F,2019,,,0
19CF03-8688-22SGCHM0D-2017,timmu it’s nb ranger returns!!! that song is a the guitar one hahaha i like,COSEM_v5_chunk_908.txt,22,SG,CH,M,2017,,,5
17CF11-18866-20SGCHF00-2015,Eh BMX/F/CH/21 remind me to pay you for llaollao when i see you leh,COSEM_v5_chunk_120.txt,20,SG,CH,F,2015,,,4
17CF24-432-24SGCHM00-2016,Eh siala this one need sign up to go anot ah I can go tonight sia I nt gg overnight cycling alr lols,COSEM_v5_chunk_306.txt,24,SG,CH,M,2016,,,4
18CF42-3980-24SGCHF00-2015,😂😂😂 guys. I'm silently laughing like siao. People will think that I'm nuts smiling at my phone like this,COSEM_v5_chunk_600.txt,24,SG,CH,F,2015,,,5
18CM08-13964-48SGCHM00-2017,But he/she best performance are CATWALK!!😂😂😅😅,COSEM_v5_chunk_779.txt,48,SG,CH,M,2017,,,4
19CM03-32976-21SGCHFDY-2018,ooo happy birthday <name omitted>!!!!!!! 🎈🎈🎈 have a great time :),COSEM_v5_chunk_986.txt,21,SG,CH,F,2018,,,4
18OF02-3250-24SGCHF00-2017,Anyway ! Eh next Sunday la. Next Sunday I whole day free leh,COSEM_v5_chunk_872.txt,24,SG,CH,F,2017,,,4
17CF34-54824-21SGCHF00-2015,I realise Esther Goh even got the name of the,COSEM_v5_chunk_415.txt,21,SG,CH,F,2015,,,0
17CF36-708-23TWCHM00-2014,But still relatively lame compared to oversea one,COSEM_v5_chunk_431.txt,23,TW,CH,M,2014,,,0
21DC20-13439-20SGCHFCH-2020,thanKuu guys for coming down and  for biap ytd !!!! 🥰🥰🥰 yall the best srs,COSEM_v5_chunk_1182.txt,20,SG,CH,F,2020,,,4
17CF03-19418-21SGCHF00-2017,???? come earlier. So awkward holding 6 seats,COSEM_v5_chunk_24.txt,21,SG,CH,F,2017,,,0
17CF18-5483-21SGCHF00-2016,‬: Omg thanks!!!!!!!! Best conpliment i ever heard‬‬‬‬‬‬‬‬,COSEM_v5_chunk_273.txt,21,SG,CH,F,2016,,,4
17CF15-23282-20SGCHF00-2015,Hajahhahahhahajahahh ok alcohol not my thing,COSEM_v5_chunk_243.txt,20,SG,CH,F,2015,,,0
18CF49-81-20SGCHF00-2016,☆btw those going cnm camp hor they say must come back for rehearsals!! ☆,COSEM_v5_chunk_636.txt,20,SG,CH,F,2016,,,5
18MF03-2172-23SGMAF00-2017,All the best friends 🤗🤗🤗🤗 yall can do ittttttt jangan lupa baca bismallah okay!!!!,COSEM_v5_chunk_846.txt,23,SG,MA,F,2017,,,4
17CF24-1312-24SGCHM00-2015,Eh WT's birthday leh give chance a bit la,COSEM_v5_chunk_307.txt,24,SG,CH,M,2015,,,4
17IF03-7705-20SGINF00-2016,: Since yall want my face I shall let you see it,COSEM_v5_chunk_502.txt,20,SG,IN,F,2016,,,0
21DC09-994-34SGCHFJP-2018,So e far sia.. shipping cost also jialat,COSEM_v5_chunk_1093.txt,34,SG,CH,F,2018,,,5
21DC38-3465-27SGCHMBB-2019,"💙 *Good News* 🧡     From Oct-Dec, every Sunday 9am-12pm will be our fixed Karasuno Team training date at Chung Cheng High School!! Credits to L/M/CH/23🙆🏻‍♂",COSEM_v5_chunk_1292.txt,27,SG,CH,M,2019,,,4
18CF39-10686-20SGCHM00-2016,Wow. So now trespasser come out already?,COSEM_v5_chunk_545.txt,20,SG,CH,M,2016,,,0
18IF05-7202-53SGINM00-2015,I have no issues with it. Great people like all of you + great food = great valuable conversations!! 👍😀,COSEM_v5_chunk_818.txt,53,SG,IN,M,2015,,,5
19CM03-37968-23SGCHMKL-2018,my supervisor is the only english lit teacher in sch,COSEM_v5_chunk_991.txt,23,SG,CH,M,2018,,,0
17MF01-116-19SGARF00-2015,fucker sia beh last time we asked hesay he don't care then at 12 today he edit things WAH,COSEM_v5_chunk_511.txt,19,SG,AR,F,2015,,,4
18CF54-6402-19SGCHF00-2015,Wah don't stress me leh I haven't do anything sia,COSEM_v5_chunk_690.txt,19,SG,CH,F,2015,,,6
17CF18-5251-22SGCHM00-2016,‬: JS/M/CH/23 KM/M/CH/23 come down leh‬‬‬‬‬‬‬‬,COSEM_v5_chunk_273.txt,22,SG,CH,M,2016,,,4
